episode_reward,coop_rate,opp_coop_rate,reward_difference,episode
25.0,0.7142857142857143,1.0,1.4285714285714288,1
25.0,0.7142857142857143,1.0,1.4285714285714288,2
23.0,0.8571428571428571,1.0,0.714285714285714,3
23.0,0.8571428571428571,1.0,0.714285714285714,4
23.0,0.8571428571428571,1.0,0.714285714285714,5
21.0,1.0,1.0,0.0,6
21.0,1.0,1.0,0.0,7
23.0,0.8571428571428571,1.0,0.714285714285714,8
21.0,1.0,1.0,0.0,9
21.0,1.0,1.0,0.0,10
21.0,1.0,1.0,0.0,11
21.0,1.0,1.0,0.0,12
21.0,1.0,1.0,0.0,13
21.0,1.0,1.0,0.0,14
21.0,1.0,1.0,0.0,15
23.0,0.8571428571428571,1.0,0.714285714285714,16
27.0,0.5714285714285714,1.0,2.1428571428571432,17
31.0,0.2857142857142857,1.0,3.5714285714285716,18
29.0,0.42857142857142855,1.0,2.8571428571428577,19
35.0,0.0,1.0,5.0,20
35.0,0.0,1.0,5.0,21
35.0,0.0,1.0,5.0,22
35.0,0.0,1.0,5.0,23
33.0,0.14285714285714285,1.0,4.285714285714286,24
33.0,0.14285714285714285,1.0,4.285714285714286,25
35.0,0.0,1.0,5.0,26
33.0,0.14285714285714285,1.0,4.285714285714286,27
35.0,0.0,1.0,5.0,28
35.0,0.0,1.0,5.0,29
35.0,0.0,1.0,5.0,30
33.0,0.14285714285714285,1.0,4.285714285714286,31
35.0,0.0,1.0,5.0,32
35.0,0.0,1.0,5.0,33
35.0,0.0,1.0,5.0,34
35.0,0.0,1.0,5.0,35
33.0,0.14285714285714285,1.0,4.285714285714286,36
35.0,0.0,1.0,5.0,37
35.0,0.0,1.0,5.0,38
35.0,0.0,1.0,5.0,39
33.0,0.14285714285714285,1.0,4.285714285714286,40
35.0,0.0,1.0,5.0,41
35.0,0.0,1.0,5.0,42
35.0,0.0,1.0,5.0,43
35.0,0.0,1.0,5.0,44
33.0,0.14285714285714285,1.0,4.285714285714286,45
35.0,0.0,1.0,5.0,46
35.0,0.0,1.0,5.0,47
35.0,0.0,1.0,5.0,48
35.0,0.0,1.0,5.0,49
35.0,0.0,1.0,5.0,50
33.0,0.14285714285714285,1.0,4.285714285714286,51
35.0,0.0,1.0,5.0,52
33.0,0.14285714285714285,1.0,4.285714285714286,53
33.0,0.14285714285714285,1.0,4.285714285714286,54
35.0,0.0,1.0,5.0,55
35.0,0.0,1.0,5.0,56
33.0,0.14285714285714285,1.0,4.285714285714286,57
35.0,0.0,1.0,5.0,58
35.0,0.0,1.0,5.0,59
35.0,0.0,1.0,5.0,60
35.0,0.0,1.0,5.0,61
31.0,0.2857142857142857,1.0,3.5714285714285716,62
35.0,0.0,1.0,5.0,63
35.0,0.0,1.0,5.0,64
33.0,0.14285714285714285,1.0,4.285714285714286,65
35.0,0.0,1.0,5.0,66
35.0,0.0,1.0,5.0,67
35.0,0.0,1.0,5.0,68
35.0,0.0,1.0,5.0,69
35.0,0.0,1.0,5.0,70
33.0,0.14285714285714285,1.0,4.285714285714286,71
35.0,0.0,1.0,5.0,72
35.0,0.0,1.0,5.0,73
35.0,0.0,1.0,5.0,74
35.0,0.0,1.0,5.0,75
35.0,0.0,1.0,5.0,76
35.0,0.0,1.0,5.0,77
35.0,0.0,1.0,5.0,78
35.0,0.0,1.0,5.0,79
33.0,0.14285714285714285,1.0,4.285714285714286,80
35.0,0.0,1.0,5.0,81
35.0,0.0,1.0,5.0,82
35.0,0.0,1.0,5.0,83
33.0,0.14285714285714285,1.0,4.285714285714286,84
35.0,0.0,1.0,5.0,85
35.0,0.0,1.0,5.0,86
35.0,0.0,1.0,5.0,87
35.0,0.0,1.0,5.0,88
33.0,0.14285714285714285,1.0,4.285714285714286,89
33.0,0.14285714285714285,1.0,4.285714285714286,90
35.0,0.0,1.0,5.0,91
35.0,0.0,1.0,5.0,92
35.0,0.0,1.0,5.0,93
33.0,0.14285714285714285,1.0,4.285714285714286,94
35.0,0.0,1.0,5.0,95
35.0,0.0,1.0,5.0,96
35.0,0.0,1.0,5.0,97
35.0,0.0,1.0,5.0,98
33.0,0.14285714285714285,1.0,4.285714285714286,99
35.0,0.0,1.0,5.0,100
35.0,0.0,1.0,5.0,101
31.0,0.2857142857142857,1.0,3.5714285714285716,102
35.0,0.0,1.0,5.0,103
35.0,0.0,1.0,5.0,104
35.0,0.0,1.0,5.0,105
35.0,0.0,1.0,5.0,106
35.0,0.0,1.0,5.0,107
35.0,0.0,1.0,5.0,108
33.0,0.14285714285714285,1.0,4.285714285714286,109
35.0,0.0,1.0,5.0,110
35.0,0.0,1.0,5.0,111
35.0,0.0,1.0,5.0,112
33.0,0.14285714285714285,1.0,4.285714285714286,113
35.0,0.0,1.0,5.0,114
35.0,0.0,1.0,5.0,115
35.0,0.0,1.0,5.0,116
35.0,0.0,1.0,5.0,117
33.0,0.14285714285714285,1.0,4.285714285714286,118
35.0,0.0,1.0,5.0,119
33.0,0.14285714285714285,1.0,4.285714285714286,120
35.0,0.0,1.0,5.0,121
33.0,0.14285714285714285,1.0,4.285714285714286,122
35.0,0.0,1.0,5.0,123
35.0,0.0,1.0,5.0,124
35.0,0.0,1.0,5.0,125
35.0,0.0,1.0,5.0,126
35.0,0.0,1.0,5.0,127
35.0,0.0,1.0,5.0,128
31.0,0.2857142857142857,1.0,3.5714285714285716,129
33.0,0.14285714285714285,1.0,4.285714285714286,130
35.0,0.0,1.0,5.0,131
33.0,0.14285714285714285,1.0,4.285714285714286,132
35.0,0.0,1.0,5.0,133
